sample0,sample1,sample2,sample3,sample4
CC(COc1ccccc1C(CC(=O)O)NC(=O)CCNCC#CCO)Cc1ccccc1,Oc1ccc(-c2cc(NC3CCCC3)nc(C(F)(F)F)c2)cc1,O=S1(=O)c2cc(N3CCN4CCC3C4)ccc2-c2cccc(F)c21,COc1ccc(-c2oc(=O)oc2CN(CCO[N+](=O)[O-])C(=O)NC(=O)Nc2ccccc2)cc1,COCC1C(=O)NC(=CC(C)C)c2nc3ccccc3c(=O)n21
Cc1nc(C(=O)Nc2ccc(OC(F)(F)F)cc2)nc(-n2cncc2C)c1C#N,Nc1n[nH]c2nc(-c3ccc(N(CCc4c[nH]c5ccccc45)S(=O)(=O)C4CC4)cc3)cnc12,Cc1ccc(C(=O)NNC(=O)c2ccc(F)cc2)cc1,COCCCNc1ccc2cc(-c3cccc(C)c3Cl)c(=O)n(C)c2n1,Cc1nocc1NC1CCN(Cc2ccc(F)cc2)CC1
CS(=O)(=O)CCCc1ccc(-c2cc(C(N)=O)cnc2Nc2ccc(OCCN)cc2)cc1,CNCC1CC(n2cnc3c(Nc4ccccc4C)ncnc32)C(O)C1O,COC(=N)c1c(F)ccc(NC(=O)c2ccc(CS(C)(=O)=O)cc2)c1F,CC(Br)=CC1CSC(N2CCC3(CC2)C(=O)NCN3c2ccccc2)=N1,CC(=O)Nc1cccc(OCCc2c[nH]c3ccc(-c4ccc(C#N)cc4)cc23)c1
CNC(=O)c1cc2cnc(-c3nnc(-c4cccc5c4-c4ccccc4C5)o3)nc2n1C12CC3CC(CC(C3)C1)C2,NC(=O)N1CCC2(CCN(Cc3ccc(Br)c(Br)c3)C2)C1,O=C(NO)c1ccc(C(=O)C2CCC(c3ccc(F)cc3)N(c3ccc(Cl)cc3)C2)cc1F,CCCc1ccc(-c2ncc3ccc(C)nc3n2)cc1,COC1=Cc2cc(C(=O)c3ccc(C(F)(F)F)cc3)c(OC)cc2CC1
CCc1noc(C)c1C(=O)N(C)c1ccc(OC)cc1,CCCCCNC(=O)C12CCCC3CC(CCC31)C2,FCCCCCF,CC(=O)NCCc1nc(O)c2c3c(sc2n1)CCCC3,O=C(NCCC1CCN(C(=O)C2CCCC2S)CC1)c1ccc2cc3n(c2c1)CCCNC3=O
CCCC1=NCC(CCC)O1,Cc1nc(-c2cc(C)c3c(c2)NC(=O)CO3)c2nc(SC(F)F)n(-c3ccccc3)c2n1,CCNS(=O)(=O)NCc1c(Br)c2ccc(OC)cc2c2cc(N3CCC(C)CC3)c(OC)cc12,CCc1ccc(C2=NN(CC)C(=O)C2=CNC(=S)NN=C2C(=O)Nc3ccccc32)cc1,CNC(=O)C(C)Sc1nnnn1C
CCn1ccc(C(=O)c2cccc(C(F)(F)F)c2Cl)n1,CCC(c1ccccc1)c1ccc(NC(S)=NCc2nc3ccccc3[nH]2)cc1,COC(=O)c1ccc(NC(=O)COc2ccc3c(-c4ccncc4)noc3c2Cl)cc1OC,NC(=O)CN(C(=O)c1ncc2c(cc(-c3ccccc3)c(=O)n2CSc2nc3ccccc3o2)c1O)c1ccccc1,Cc1ccc(S(=O)(=O)Nc2ccc(OCC(F)(F)F)cc2)cc1
COc1ccc(Cn2cnc3c(NCc4ccco4)nc(I)nc32)cc1,Cc1cc(S(=O)(=O)N2CCOCC2)nc(N(C)Cc2ccccc2O)n1,NC(=O)C1CC(OC(=O)N2C(=O)C(=Cc3ccc(N4C(=O)C(Cc5ccccc5)SC4C(=O)O)cc3)N(c3ccc(O)c(Cl)c3)C2=O)C(C(=O)O)C1,CCCCCCc1cccc(CC=CC(OCCNc2ccccc2C)C(O)CCCC(=O)O)c1,CC(O)C(N)C(=O)C1(C2COCC(c3cc(F)cc(F)c3)N2C(=O)CN2CCc3ccc(F)cc32)CC1
Cc1cc(C(=O)c2ccc(C3CC3)[nH]2)n(-c2cc(Cc3ccccc3C#N)nc(=N)[nH]2)n1,CC(=O)Oc1ccc2nc(NS(C)(=O)=O)ccc2c1,CCC(NC(=O)C(Cc1ccccc1)NC(=O)CN1CCOCC1)c1nnnn1C(C)(C)C,COc1ccc(Cc2nnc(O)c3c2CCCC3)cc1OC1CCCCC1,COc1c([N+](=O)[O-])cc(N2CCCCC2)c([N+](=O)[O-])c1[N+](=O)[O-]
CN1c2ccc(N3CCOCC3)cc2C2C(CCN2C(=O)Cc2ccc(Cl)cc2Cl)C1S(=O)(=O)c1ccccc1,CCCCCCCCCCCCCCCC=CC(O)C(=O)C1CCC2C3C(O)CC4CC(NC(=O)C5CC=CN5Cc5cccc[n+]5[O-])CCC4(C)C3CC(O)C12C,O=C(c1ccc(Cl)cc1)C(c1ccccc1)n1ccnc1,c1ccc(-c2c[nH]c(-c3cccnc3C3CCCCC3)n2)cc1,CC(C)C(C(=O)NO)N(C(=O)C(C)(C)C)C1CCN(c2cccc(F)c2)C1
COc1ccc(C2=NCC(=O)N3CCc4c(ccc(OC)c4OC)C3=C2)cc1,O=C(c1ccc(CN2CCCC2)cc1)N1CCCC(C(=O)N2CCC(N3CCc4ccccc4C3)C2)C1,O=C(COc1nc(N2CCOCC2)nc(N2CCOCC2)n1)NCC1CCCO1,CC(=O)NC1=CC(=O)c2cc(C)cc(O)c2C1=O,COCCC(Nc1ccc(Cl)cc1)n1nc(C)cc1C
Cc1[nH]c(C)c(C(=O)NCCN(C)C)c1C,Cc1cc(Cc2ccc(S(C)(=O)=O)cc2)cc(C)c1-c1ccc(C(=O)Nc2ccc(S(=O)(=O)CN3CCC(C(=N)N)CC3c3ccc(C(C)(C)C)cc3)cc2)cc1,N#CC(C(=O)c1ccccc1)=C1SCCS1,CCCCN1C(=O)C2Cc3c([nH]c4ccccc34)C(c3ccc(Cl)c(Cl)c3)N2C1=O,O=C(C=CC1NN(c2ccccc2)C2C(c3cn(CCCl)nn3)CCCC12)Nc1ccccc1
COc1cc(C(CCCc2ccc(SC(F)(F)F)cc2)N2CCCC2)ccc1O,Cc1ccc(C(=O)NC(=O)C[S+]([O-])c2ccc(N3CCN(C(=O)c4nsc5ccccc45)CC3)cc2)cc1,CCn1c(CNC(=O)C=Cc2ccc(C)cc2)cnc1C,COc1ccc(C=C2SC(c3cccs3)N(c3cccc(C)n3)C2=O)cc1,C=CC(Oc1cc(N2CCN(C)CC2)cc(C(N)=O)c1O)c1ccc(NC(=O)C(CC)CC)cc1
CC(C)c1cc(OCC(=O)N(C)c2nc3ccccc3o2)cc(-c2ccc3c(c2)OCO3)c1,Cc1cc(C)n(CC(=O)N2CCC(N(C)c3cnc(CO)cn3)CC2)n1,CCOc1nc(C#Cc2ccc(Cl)cc2)cc(N2CC(Cc3ccccc3)CC2=O)c1C#N,CC1CC1C(=O)C1CSC(c2ccc(N(C)CCO)cc2)N1,CC(=O)Nc1ccc2c(c1)CCC(C#Cc1cc3ncnc(N4CCN(c5ccccn5)CC4)c3s1)O2
CCOC(=O)Cn1c([N+](=O)[O-])nc2c1c(=O)[nH]c(=O)n2C,O=C(NN=Cc1ccc(O)c(C2Oc3cc(O)cc(O)c3CC2O)c1)N1c2ccccc2Sc2ccccc21,N#Cc1ccc(C(Nc2ccccc2)N2CCCC2=O)o1,COc1ccc(Oc2ccc(N(CC3(O)CC3)c3ccc(Cl)nn3)cn2)cc1,CC(C)CC(=O)NC(C)(CC=NNc1nc2c(c(=O)n(C)c(=O)n2C)n1C)c1ccc(F)cc1
O=C(Nc1cscn1)N1CC2CN(C(=O)c3ccc4c(c3)OCCO4)CC2C1,CN(Cc1cccc(F)c1)c1ccc2[nH]nc(C3=CCS(=O)(=O)CC3)c2c1,Cc1cc2oc(=O)ccc2cc1OCCCCN1CCc2ccccc2C1,Cc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCc4ccc(CNC(=O)c5cccc(C)c5)cc43)CC2)cc1,Cc1nc(CCc2ccccc2)cc(S(=O)(=O)N2CCOCC2)c1C(=O)O
Cc1c(Nc2cc(S(=O)(=O)c3ccc(Cl)cc3)nc3ncnn23)c(=O)n(Oc2ccccc2)n1C,O=C(c1coc2ccccc2c1=O)N1CCN(Cc2ccc(Cl)cc2)CC1,CC(=O)N1CCN(C2=C(c3ccccc3)C(=O)c3ccccc3C2=O)CC1,C#CCOC(=O)NC(=O)OC1C(=O)C=CN(CC#C)C1c1ccc(F)c(Cl)c1,COc1cccc(OC)c1C1CCC(C)C(=O)N1Cc1ccc(S(=O)(=O)c2cccc3nonc23)cc1
COc1cccc(NC(=O)CSc2nccn2CCN2CCCCC2)c1,CC(C)COCC1CC(O)(OCC2CCNCC2)C(=O)O1,CC(NC(=O)CCNC(=O)N1CC(=O)Nc2ccccc21)C1CCCCC1,Cn1nc2c(c1CCC(=O)NC1CCN(Cc3ccccc3)CC1)CCc1cc(O)ccc1-2,NCCCC1(CO)CCn2c(CC3CCCCC3)cnc2C1
CCOC(=O)CSc1c2c(n(C)c1C)C(=O)C=C(c1ccccc1)C2=O,NC(CO)NS(=O)(=O)c1ccccc1COc1ccccc1,Clc1ccc(Cl)c2sc(-c3ccccc3)nc12,NCC(c1cc(-c2ccc(O)cc2)on1)S(=O)(=O)O,CCCCOC(=O)c1ccccc1C1=C(N)OC(C)=C(c2ccc(OC)cc2)C12C(=O)Nc1ccccc12
COc1nc(NCc2ccncc2)nc(N2CCOCC2)n1,COc1cc2[nH]c(-c3ccc(F)cc3)c(C(=O)c3ccccc3)c2cc1CCC1CC1,CCN1CCN(Cn2c(=O)n(-c3ccccc3-c3nc(C)no3)c(=O)c3c4c(sc32)CN(CC)CC4)CC1,Oc1ccc(-c2csc(C3OCC(O)C3O)n2)cc1O,CC1CC=C([N+](=O)[O-])C(C)(C(=N)NO)C1
COc1ccc(C(Cc2cccc(C#CCc3ccccc3)c2)NC(=O)c2nnn(-c3ccccc3)c2C)cc1,COc1nc(-c2ccccc2O)cc(C=O)c1-c1ccc(S(N)(=O)=O)cc1,O=C(Nc1ccc2ncnc(N3CCN(C(=O)c4cccs4)CC3)c2c1)C(=Cc1ccccc1)NC(=O)N1CCOCC1,COc1cccc(COCCN2CCN(c3ccc(-c4nccn4C)cc3)CC2)c1,CCOC(=O)CNC(=O)c1ccc(S(N)(=O)=O)cc1
CCN(c1ccc(F)cc1)c1cc(-c2nc(-c3c(Cl)cccc3Cl)no2)ccc1Cl,CC(CC#Cc1ccccc1N)OO,CN(C)C(=S)SCCCN=C(S)c1sccc1C(=O)c1ccccc1,Cc1ccc(C(O)C(=O)N=c2nc3nc(C)cc(C)n3s2)cc1,O=C(C=Cc1ccc[n+](Cc2ccc(-c3ccccc3)cc2)c1)NO
Nc1cc(CCS)n(-c2ccc(Cl)cc2)c(=O)n1,CNc1ccc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2n1,O=C(c1cc([N+](=O)[O-])ccc1OC1CCCC1)N1CCSC1,N#Cc1cc(C(=O)N2CCc3ccc(S(=O)(=O)N4CCOCC4)cc3C2)cnc1C#Cc1ccc(N)nc1,CCc1nc2ccccc2n1C1CC2CCC(C1)N2Cc1ccccc1Cl
CCCN(CCC)CCOc1cn(C=O)c2ccc(Cl)cc12,CC1CCCC2(C)CC3OC(=O)C(C)C3(O)C=C12,COc1cc(C(=O)OC2C=C(C)CCC=C(C)CCC2Cc2cccc(Cl)c2)cc(OC)c1OC,CNC1=C(N2CC3CCC(CC3)C2)C(=O)c2cccnc2C1=O,CCC(CCC(=O)Nc1ccc(-c2ccc3c(=O)[nH]cnc3c2)cc1C)C(=O)O
CC(C)OC1CN2C(=O)CC(n3cc(-c4ccccc4)nn3)C2C1SCCCCCC[P+](c1ccccc1)(c1ccccc1)n1ccnc1,CCN1CCN(C(=O)c2ccc(NC(=O)c3cncc(N4CCCC4)n3)c(C)c2)CC1,CCCCOc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12,CC(C)Cn1c(N)c(C(=O)OC=CCc2ccc(F)cc2)c(=O)n(C)c1=O,CCOC(=O)c1ccccc1Oc1cnn2c1nnc1ccc(Cl)cc12
CSCCNC(=O)Cn1ccc2c(-c3ccccc3)nc(N3CCOCC3)nc21,NC(=NC(=O)CCCNC(=O)C1CC1)NOCC(O)c1cccnc1,CCc1c(Cc2ccc(O)cc2)n2c(nc1=O)SCC2Cc1ccc(F)c(Br)c1,c1ccc(C(c2ccsc2)c2ccccn2)cc1,CC(CCCCC(=O)N(C)O)C1CC2CCC1CC2
CCOc1ccc(-c2c(N3CCC(O)CC3)nn3c2CCC3)cc1,Cc1cccc(C)c1COC(=O)c1cccc2c1Oc1cccnc1O2,COCCCCCCCCCCCCC(=O)O,CC(C)c1c(OCC(=O)NC(C)(C)C)c2cccc3c2n1CCS3(=O)=O,CCCCOc1ccc(C=Cc2c(Cl)cccc2Br)cc1
CC(C)=CCSc1ccc(CCC(C)c2ccc(OCCC(N)=O)cc2)cc1,COc1ccc2c(c1)C(=NOCO[N+](=O)[O-])c1c-2c(-c2ccc(P(=O)(O)O)cc2)nc2ccccc12,Cc1coc(NS(=O)(=O)c2ccc3ncccc3c2)n1,O=C1c2cccnc2C(=O)c2c1c(Cc1ccc(S(=O)(=O)c3ccccc3)cc1)c1ccccn21,CCSc1nnc(-c2cnc(C)nc2Nc2ccc(F)cc2)[nH]1
Nc1nc(Oc2ccc3ccccc3c2)c(C#Cc2ccccc2)c(=O)[nH]1,Cc1c(C(=O)NC(C)c2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)n2C)cnn1-c1ccccc1,O=C1c2ccccc2C(=O)C1(O)c1cc(O)c(O)cc1O,CCn1cc(-c2nc(-c3cc(OC)c(OC)c(OC)c3)no2)c2cc(Cl)ccc21,COc1ccc(C2CC(=O)Nc3nc(NC(=O)CC(C)C)sc32)cc1C(C)=NO
COc1cc2cc(Cn3cc(C4CCN(C)CC4)nn3)cc(C(=O)c3ccccc3)c2cc1OC,CCn1ncc(C(=O)CNc2ccc([N+](=O)[O-])cc2)c1C,Cc1cc(CN2CC(CCC(=O)NC(=O)NCc3ccco3)CC3OCCC32)no1,Cc1ccc(C(=O)NC2(F)CC2)cc1N1CCc2c(nc(CCN(C)C)nc2NCCC(F)(F)F)C1,COc1ccccc1-n1ccn(Cc2cc3ccccc3o2)c(=O)c1=O
CC(=O)n1cc(C(=O)N2CCC(NC(=O)C3CC(Oc4nccc5cc(O)ccc45)C=C3N3CCC(N(C(N)=O)c4cccc(Cl)c4F)CC3)CC2)c2ccccc21,CC(C)NC1=NS(=O)(=O)c2cc(Br)ccc2N1,CC(NC(=O)C1Cc2ccccc2CN1S(=O)(=O)c1ccccc1)C(=O)NC1CCCCC1,CNC(=O)c1c(Cl)c(Cl)c(CN2CCN(c3ccc(C)cc3)CC2)c(Cl)c1Cl,Cc1cc(C)nc(CNCc2c[se]c(-c3ccccc3)n2)n1
CC1CC(O)C(O)C(SC2OC(C)C(O)CC2OC(=O)C=Cc2ccc(C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(O)C(C)(C)C6CCC5(C)C3(C)CC4O)cc2)O1,Cn1c(=O)[nH]c2cc(-c3cc4c(o3)CCCC4C(=O)O)ccc21,N=C(N)C(=N)NCCOCP(=O)(O)O,O=C1NCCc2nc(NNCc3cccc4ccccc34)sc21,CCCC(=O)C(=O)C(CN1CCCC1=O)NC(=O)C(Cc1ccc(F)cc1)Nc1ccccc1
COc1cccc(C=C(F)C(=O)c2cc(OC)c(OC)c(OC)c2)c1,COC(=O)CSn1c(=O)c(CCC(=O)O)cn(Cc2ccc(OC)c(OC)c2)c1=O,CCCCCCCCCC(=O)N1CCN(C(=O)C2CCOC2CC(N)=O)CC1,CCCn1c(S)nc2cc(-c3cc(C(=O)O)ccn3)ccc21,Cc1cccc2c(-c3ccnc(S)n3)cn(CF)c12
Clc1ccc(N2CCN(Cc3cccc4cccnc34)CC2)cc1,CC12CCC(C3OC(C(N)=O)C(O)C(O)C3N)C1C1CCC3C4(C)CCC(OC(=O)CCCCc5cccnc5)C(C)(C)C4CCC3(C)C1(C)CC2,CN(c1ccccc1)C(c1ccsc1)C12CCC(CC1=O)C2(C)C,c1ccc(Nc2nc(-c3ccnc(NCc4cccs4)n3)cs2)cc1,Cc1cccc(C(=O)Oc2ccc(Br)cc2C(=O)O)c1C
Nc1cnc(-c2ccc(-c3ccc(Cl)cc3)c(N3CCC(F)(c4ccc(Cl)cc4)C3)c2F)cn1,CN(C)c1ccc(CN2CCCC(Cc3ccncc3)C2)cc1,COc1ccc(C(=O)C=Cc2c[nH]c3cccc(Cc4cc(OC)ccc4Cl)c23)cc1,CCCn1c(=O)c2c[nH]nc2c2cc(Cl)c(-c3cccnc3)cc21,Oc1nnc(-c2ccc(F)c(Cl)c2)c(CCc2ccccc2)n1
CC(C)CC(C(=O)NO)C(=O)NC(C(=O)OC1COC2C(NC(N)=O)COC12)C(C)C,COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NC2(CC2)C3)cc1,CCCc1nnc2ccc(NCc3ccc(-c4nc5ccccc5s4)cc3)nn12,Cn1cccc2nc3ccccc3c1-2,NC1=NC(=O)N=C(N)C1c1cn(-c2ccc(Cl)cc2)cn1
O=c1c(Cc2ccccc2)c(Oc2ccccc2)[nH]c2ccc(CCN3CCSCC3)cc12,CC1CCC2C(CO)C(=O)OC3OC4(C)CCC1C32OO4,COc1ccc(-c2csc(C(=O)NC3C=CS(=O)(=O)C3)c2)cc1OC,Cc1ccc(C(=O)C2CC(OC(CO)CO)CN2)cc1N=C(O)N1CCC(N2CCNC2=O)CC1,Oc1ccc(CCCCC(O)CCc2ccc(O)cc2)cc1
CCc1ccc(-n2ccc3c(sc4nccc(C(=O)O)c43)c2=O)cc1,CCCCOP(=O)(O)COCCN1CCCC2(CCCNC2)C1,COc1ccc(C=NNC(=O)c2ccc(Nc3c4ccc(Cl)cc4nc4ccc(OC)cc34)cc2)cc1,Cc1cccc(C2CCN(C(=O)N3CC(O)CC3c3nnc(C)o3)CC2)c1,CC(=O)Nc1ccccc1NCC1CN(c2ccc3c(c2)OCC(C)N3C=Cc2ccccc2)C(=O)O1
Cc1cccc(C)c1-n1cc(-n2cnnc2C)c(=O)c(Cc2ccc(-c3ncc(Cl)[nH]3)cc2)c1C,CN1CCN(Cc2c(N3CCCC3=O)[nH]c3ncccc23)CC1,Cc1nc2ccc(C(=O)SCC(=O)OC(C(=O)c3ccccc3)N3CSCC3C(=O)O)cc2o1,Cc1cc(-c2ccc(CCS(=O)(=O)CCS(=O)(=O)CCN3CCOCC3)cc2)cs1,Cc1ccc(-c2nn(C(=O)C3CCN(C)C3)c3c2cnc2ccccc23)cc1C
CN1CCC(c2nc(C(C)(C)NC(=O)Nc3ccc(NC(=O)c4ccco4)cc3)no2)CC1,COc1ccc(CN2C(=O)C(=Cc3ccccn3)SC2=Nc2ccccc2)cc1,CC(NC(=O)Nc1ccc(C(N)=O)cc1)C1=NCCS1,O=S(=O)(c1cn(-c2ccc(OCCO)cc2)c2ccccc12)N1CCCC(n2ccnc2)C1,CC(C)OC(=O)c1ccc(-c2[nH]nc3c2Cc2cc([N+](=O)[O-])ccc2-3)cc1
CC1=C(C2OC(CO)C(O)C2O)C(=O)C(C)=C(N2CCOCC2)C1=O,COc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)CCN(C(C)=O)C4)CC2)cc1OC,Nc1nc2sc(CCCc3ccc(O)cc3)cc2c(=O)[nH]1,O=C(NCC1NCCN(CCS(=O)(=O)c2ccccn2)C1=O)c1cc2c(ccn2Cc2ccccc2)cn1,O=C(Nc1cccnc1O)c1cc(CCN2CCOCC2)n2ccc(F)cc12
CCC(CC)Nc1ncnc2ccc(-c3cc(N4CCCC(C)(C)C4)cnc3N)cc12,OCC(CO)(CO)Nc1ccccc1,COCCCc1cc(-c2ccccc2)nc2ncn3c(=O)c4cc(Br)ccc4nc3c12,COC(=O)Cn1c(=O)nc2n1C(=O)N(c1ccccc1F)C2,CC=Cc1ccc(OCCCCc2cc(Br)ccc2O)cc1
Nc1cc(-c2cc(F)c3c(c2)CC(CC(=O)NCCO)O3)ccc1Cl,OCC1CCCN(CCNCc2ccc(-c3ccccc3)nc2)C1,O=C(CN1C(=O)CCC1=O)c1cn(CCCCc2ccccc2)nn1,NC(=O)NCCc1ccc(NC(=O)c2ccc(Cl)cc2)cc1,CCc1cc(F)cc(-c2cn3ncc(C(=N)O)c(Nc4ccc(C5CCOCC5)c(F)c4OC)c3n2)c1
CNC(=O)N1CCc2cc(CNc3ccccc3-c3ccc4nc([N+](=O)[O-])sc4c3)ccc21,COc1ccc(-c2cc(-c3ccc[nH]3)nc(OC)c2OC(C)=O)cc1,CCN1CC(N(Cc2ccccc2Cl)C2CCS(=O)(=O)C2)CC1=O,COCc1cc(Oc2cccs2)ccc1Cl,O=S(=O)(NN=Cc1ccc(Cl)cc1)N1CC2(CCN2CO)C1
Cc1ncnn1-c1ccc(C(=O)Oc2ccc(F)c(N3CCC(F)(F)C(=CC(=O)Cc4ccc(Cl)cc4)c4ccccc43)c2)cc1,Cc1n[nH]c(=O)n1S(=O)(=O)Nc1cccc2c1C(=O)OC2=O,O=C(CCc1ccc(O)cc1)Nc1cc([N+](=O)[O-])ccc1O,O=[N+]([O-])c1ccc(-c2nc3nonc3nc2O)cc1,O=C(Nc1ccc(S(=O)(=O)Nc2cc[nH]n2)cc1)c1ccccc1F
CCCCN(C(C)=O)c1ncc2cc(-c3ccc(C#N)cc3)c(=O)n(C)c2n1,O=C(O)c1ccc2c(c1)N(CCc1cc(Cl)cc(-c3ccccc3)c1O)c1ccccc1S2,Cn1cc(CO)cc1N1C(=O)C2COCC2C1=O,C=C(C)CCCN1CC(C(CCO)OC(=O)N2CC(C#N)c3c2cc(C(C)C)c2ccc(C#N)cc32)OCC1CC(=O)O,O=C(NC(c1ccc(F)c(F)c1)c1ccccc1F)c1ccccc1[N+](=O)[O-]
Cc1ccc2c(C)nc(-c3ccc(CC(O)C(O)CO)cc3)nc2c1,COc1cc(C=NNc2nc(C3(O)CCN(CCCO)CC3)cs2)ccc1OC(C)C,CC(C)(O)C(=O)c1ccc2c(c1)C(=C(C#N)C#N)C(=O)N2c1ccc(N2CCCC2=O)cc1Cl,O=C(Nc1nnc(-c2ccc[nH]2)s1)C1CCCC1N(Cc1ccccc1)C(=O)O,CC(CN1CCN(c2ccccc2F)CC1)NC(=O)c1cc(Cl)ccc1O
CN1C(C)(C)CC(OCC2COC(c3ccccc3)(c3ccccc3)O2)CC1(C)C,O=C(CCc1ccc(F)cc1)N1CCN(Cc2ccccn2)CC1,N#Cc1ccc(Oc2ncccc2C(=O)N2CCOCC2)cc1,NC1CCC(C(=O)NC(Cc2ccccc2)C(O)CC(F)(F)F)CC1,O=C(Nc1ccccc1-c1ncc[nH]1)N1CC2(CCN(Cc3cccc(Oc4ncccn4)c3)CC2)C1
O=C(N(O)c1ccccc1)C(O)(c1ccc(Br)cc1)c1cccc(-c2ccccc2)c1,Cc1cc2c(c(Oc3cccc(COc4cccc(C(F)(F)F)c4)c3)n1)C(=O)N(C)C2=O,O=C(COc1ccc2ccccc2c1)Nc1ccc2c(c1)CC(C(F)(F)F)OC2,COC(=O)CN=C(S)Nc1nc(-c2ccc(F)cc2F)cnc1N,Cc1nc(C)n(O)c1C(=O)N(C)C(C#N)Cn1cnc2ccccc21
CCC1=C(C)C(=O)c2cc3c(c(O)c2C1=O)C(=O)C(C)(O)C(=O)C3(C)C,CCOCC1CCCN(C(=O)NC(c2ccccn2)C2CC2)C1,OCC1CN(CCc2ccccc2)CC(Cn2nccc2-c2ccccc2)O1,COCCCNc1ccc(CCN(C)C)c2sc3ccccc3c(=O)c12,C[S+]([O-])CCC(NCCOCn1cc(-c2ccccc2)c(C2CCCCC2)c(-c2ccc(F)cc2)c1=O)C(N)=O
O=C(Nc1ccc(Br)cc1)C(CO)Nc1nccn1Cc1ccccc1,COc1cc(O)c(C=C(C#N)c2ccc(C)c(C)c2)c(CN2CCOCC2)c1,CCS(=O)(=O)c1cn2cc(Br)ccc2n1,CC(C)CNCc1ccc(CC(O)C(Cc2ccccc2)NC(=O)c2cncn(CC(F)(F)F)c2=O)s1,Cc1cc(C(=O)CCc2ccccc2)c(O)c(-c2cc(Cl)c3nnc(C)n3n2)c1
N#Cc1cccc(Oc2ccccc2OC(=O)c2cc(O)cc(O)c2)c1,COCCCNc1nc(C)nc2c1nc(-c1cccc(Cl)c1)n2CCNC(c1ccccc1)c1ccccc1,Cc1cc(C)cc(C#Cc2nc(C)ccc2C(=O)N2CCC(C(=O)NCCCN(C)C)CC2)c1,CCCOc1cc(NC(=O)C2CCCN2)ccc1C(C)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,CCCCc1c(N)nc2ccccc2c1CCCCCCCC(=O)NC
COc1ccc(CNCCN2CCCN(Cc3ccccc3)CC2)cc1,COCCNc1sc2nc(C)cc(C)c2c1C(=O)Nc1ccc2c(c1)OCO2,CC(C)CCNc1cncc(CCCCCNCCCN)c1-c1cn(C)c2ccccc12,O=C(NN=Cc1cc(Br)ccc1O)c1cc2c(cn1)[nH]c1ccccc12,O=C(OC1CC(O)CCN1c1ccc(-n2ccnc2)cc1)c1cnco1
Cc1ccc(C(O)n2cnnn2)cc1,CNCc1c(-c2ccc(OCC(C)C)c(C=O)c2)nc(O)c2cc(F)ccc12,CNc1ccn(Oc2ccc(F)cc2)c(=O)n1,Cc1nc(C)n(CC(=O)c2c(NC(N)CC(C)C)c3cnccn3c2C2CC2)n1,CC1CN(CC2CC2)CCC1Nc1c(Cl)ccc2c1OCO2
CC(C)CNC(=O)Oc1ccc(Cn2c(C(C)(C)C)cc3cccnc32)c2ccccc12,CC(=O)Nc1cc(C(=O)NCC2CCCN2C(=O)CN(CCCC#N)C(C)C)cc(OC(C)=O)c1Cl,Nc1nc2c(c(N3CCN(S(=O)(=O)N4CCCCC4)CC3)n1)C(=O)c1ccccc1-2,O=C(NCCc1ccccc1)c1cnc2ccc(Oc3ccccc3)cc2c1O,Cc1sc(-c2nnn(CC(=O)N(CCCCCN)CCCCCNS(N)(=O)=O)n2)cc1C(N)=O
COc1cccc(NC(=O)c2ccc(OC)c(Oc3ccc4c(c3)OCc3ccccc3C4=O)c2)c1,C#CC(O)(C(=O)Nc1ccccn1)c1ccc(Br)cc1,N#CC(C(=O)NC1CC1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,CCCCCc1ccc(Nc2c(SCC(=O)O)c(O)nc3ccccc23)cc1,Cc1cccc(C(=O)N2CCC3(CC2C#N)OCCO3)c1
Cc1ccc(CCNC2=NCCN2c2cccnc2)cc1,COc1ccccc1-c1c(=O)ncn2nc(Nc3ccc(N4CCOCC4)cc3)ccc12,CC1(C)Cc2ccccc2-c2nc(NCCC3=CC(=O)OC3)[nH]c(=O)c21,Cc1ccc(C(C)(C)NC(=O)COC2Cc3c(O)cc(O)cc3OC2Cc2ccccc2)cc1,O=C1CC(c2ccc(ON3CCc4cc(Cl)ccc4C3)cc2)N1
O=C(CCCc1ccccc1)NC1(C(=O)CCCC(c2ccccc2)c2ccccc2)CSC2=C1C(=O)c1ccccc1C2=O,O=C(C=C(Nc1c[nH]c2c(F)ccc(F)c12)C(=O)O)NC1(c2ccccc2)CC1,O=C(c1cc(Nc2cccnc2Cl)ccc1F)N1CCc2ncc(C(F)(F)F)cc2C1,Cc1cc(C)c2oc(-c3ccc(-c4ccc(N5CCCC5)nn4)[nH]3)cc2c1C,CCCCCCCCCC(=O)n1c2nc(=O)n(C)c(=O)c-2cc2ncccc21
